Q REV BIOPHYS	5.513	5.513	5.513	5.513	5.513	5.513	5.513	5.513	5.513	5.513	5.513	6.042	6.838	6.412	8.532	7.111	6.186	5.03	4.387	3.598	3.223	3.051	3.051
MAGN RESON QUART	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JAMA-J AM MED ASSOC	10.644	10.644	10.644	10.644	10.644	10.644	10.644	10.644	10.644	10.644	10.644	11.148	11.421	12.439	13.111	13.116	13.16	14.418	16.023	17.762	19.947	21.339	21.339
ADV PROTEIN CHEM	2.412	2.412	2.412	2.412	2.412	2.412	2.412	2.412	2.412	2.412	2.412	2.876	2.973	3.285	3.285	3.285	3.285	3.285	3.285	0.0	0.0	0.0	0.0
PHYS REP	8.27	8.27	8.27	8.27	8.27	8.27	8.27	8.27	8.27	8.27	8.27	8.06	8.74	11.84	10.744	11.699	12.261	11.422	9.627	9.029	8.548	8.665	8.665
CA-CANCER J CLIN	16.308	16.308	16.308	16.308	16.308	16.308	16.308	16.308	16.308	16.308	16.308	17.518	20.925	24.729	24.536	29.408	34.798	39.508	40.137	41.14	40.949	46.113	46.113
CURR OPIN IMMUNOL	3.9	3.9	3.9	3.9	3.9	3.9	3.9	3.9	3.9	3.9	3.9	3.905	3.98	4.236	4.136	4.062	3.747	3.316	3.018	3.237	2.974	2.757	2.757
P NATL ACAD SCI USA	4.929	4.929	4.929	4.929	4.929	4.929	4.929	4.929	4.929	4.929	4.929	4.847	4.86	4.951	4.896	4.879	4.878	4.733	4.691	4.721	4.529	4.493	4.493
MOL BIOL CELL	3.473	3.473	3.473	3.473	3.473	3.473	3.473	3.473	3.473	3.473	3.473	3.178	3.259	3.14	2.721	2.607	2.485	2.189	2.071	1.842	1.876	1.838	1.838
ANNU REV MICROBIOL	7.81	7.81	7.81	7.81	7.81	7.81	7.81	7.81	7.81	7.81	7.81	7.059	7.72	7.353	7.43	7.025	7.466	7.105	6.683	5.954	5.346	5.056	5.056
DIABETES	2.923	2.923	2.923	2.923	2.923	2.923	2.923	2.923	2.923	2.923	2.923	2.987	2.915	3.108	2.919	3.023	3.129	3.041	3.101	3.162	2.964	2.735	2.735
CLIN MICROBIOL REV	5.844	5.844	5.844	5.844	5.844	5.844	5.844	5.844	5.844	5.844	5.844	6.118	6.008	6.484	6.837	6.645	6.986	7.631	7.836	8.401	8.635	9.321	9.321
ANGEW CHEM INT EDIT	3.298	3.298	3.298	3.298	3.298	3.298	3.298	3.298	3.298	3.298	3.298	3.338	3.299	3.378	3.378	3.523	3.242	3.39	3.432	3.433	3.376	3.241	3.241
HUM MOL GENET	3.573	3.573	3.573	3.573	3.573	3.573	3.573	3.573	3.573	3.573	3.573	3.488	3.379	3.561	3.16	3.076	2.853	2.648	2.605	2.422	2.290	2.077	2.077
CIRC RES	4.014	4.014	4.014	4.014	4.014	4.014	4.014	4.014	4.014	4.014	4.014	4.228	3.903	3.764	3.889	3.806	3.835	3.795	4.188	4.377	4.842	4.629	4.629
CANCER RES	2.847	2.847	2.847	2.847	2.847	2.847	2.847	2.847	2.847	2.847	2.847	2.826	2.924	3.035	3.1	3.074	3.212	3.126	3.176	3.206	3.021	2.992	2.992
ADV MICROB PHYSIOL	3.606	3.606	3.606	3.606	3.606	3.606	3.606	3.606	3.606	3.606	3.606	4.209	3.162	3.098	3.508	2.274	2.172	1.983	1.63	1.394	1.061	1.043	1.043
BEHAV BRAIN SCI	7.317	7.317	7.317	7.317	7.317	7.317	7.317	7.317	7.317	7.317	7.317	8.533	9.32	11.401	10.76	10.969	10.342	10.686	11.205	9.859	8.862	8.915	8.915
ADV INORG CHEM	1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7	2.071	1.303	1.331	0.798	0.79	0.917	0.893	0.937	0.766	0.708	0.547	0.547
ADV CANCER RES	3.265	3.265	3.265	3.265	3.265	3.265	3.265	3.265	3.265	3.265	3.265	2.191	2.3	2.125	2.373	2.067	2.408	2.02	1.719	1.515	1.708	1.746	1.746
J NEUROSCI	3.301	3.301	3.301	3.301	3.301	3.301	3.301	3.301	3.301	3.301	3.301	3.544	3.425	3.409	3.255	3.17	3.058	2.862	2.785	2.756	2.654	2.701	2.701
J CLIN ONCOL	3.916	3.916	3.916	3.916	3.916	3.916	3.916	3.916	3.916	3.916	3.916	4.166	4.528	4.995	5.56	5.899	6.041	6.158	6.739	6.769	7.739	8.620	8.620
CATAL REV	3.58	3.58	3.58	3.58	3.58	3.58	3.58	3.58	3.58	3.58	3.58	3.772	3.416	3.239	2.908	3.002	2.857	2.82	2.342	2.242	1.865	1.739	1.739
REP PROG PHYS	6.463	6.463	6.463	6.463	6.463	6.463	6.463	6.463	6.463	6.463	6.463	6.651	6.889	7.93	7.727	7.977	8.758	8.761	7.761	7.609	6.880	7.161	7.161
STRUCTURE	3.121	3.121	3.121	3.121	3.121	3.121	3.121	3.121	3.121	3.121	3.121	2.997	3.126	3.388	3.339	3.253	3.415	3.17	3.232	3.021	2.716	2.480	2.480
CURR OPIN STRUC BIOL	5.261	5.261	5.261	5.261	5.261	5.261	5.261	5.261	5.261	5.261	5.261	5.105	5.224	4.9	4.87	4.584	4.539	4.047	3.548	3.534	3.311	3.232	3.232
NAT BIOTECHNOL	9.523	9.523	9.523	9.523	9.523	9.523	9.523	9.523	9.523	9.523	9.523	10.599	11.806	12.244	12.948	14.891	17.56	19.208	20.953	23.881	22.186	22.167	22.167
CURR OPIN NEUROBIOL	5.031	5.031	5.031	5.031	5.031	5.031	5.031	5.031	5.031	5.031	5.031	5.04	4.96	4.773	4.725	4.243	4.031	3.559	3.51	3.552	3.470	3.387	3.387
REV PHYSIOL BIOCH P	4.608	4.608	4.608	4.608	4.608	4.608	4.608	4.608	4.608	4.608	4.608	1.905	1.905	1.905	2.177	1.69	1.754	2.026	1.655	1.555	1.261	1.298	1.298
FRONT NEUROENDOCRIN	3.077	3.077	3.077	3.077	3.077	3.077	3.077	3.077	3.077	3.077	3.077	3.314	4.05	3.9	3.825	3.527	3.419	3.212	3.062	2.863	2.846	2.738	2.738
TRENDS PLANT SCI	4.455	4.455	4.455	4.455	4.455	4.455	4.455	4.455	4.455	4.455	4.455	3.753	3.983	3.816	3.885	4.174	4.802	4.829	4.712	4.365	4.462	4.341	4.341
PSYCHOL REV	5.872	5.872	5.872	5.872	5.872	5.872	5.872	5.872	5.872	5.872	5.872	6.783	5.534	5.708	5.945	6.137	5.591	5.799	6.017	4.923	4.157	4.607	4.607
BIOESSAYS	2.778	2.778	2.778	2.778	2.778	2.778	2.778	2.778	2.778	2.778	2.778	2.603	2.441	2.203	2.062	2.01	1.997	2.123	2.084	1.973	1.886	1.959	1.959
PROG MATER SCI	6.093	6.093	6.093	6.093	6.093	6.093	6.093	6.093	6.093	6.093	6.093	7.235	8.023	9.694	9.271	8.686	9.311	9.074	10.366	9.593	7.741	7.670	7.670
J BIOL CHEM	2.289	2.289	2.289	2.289	2.289	2.289	2.289	2.289	2.289	2.289	2.289	2.273	2.222	2.188	2.031	1.945	1.84	1.74	1.649	1.587	1.550	1.503	1.503
J IMMUNOL	2.398	2.398	2.398	2.398	2.398	2.398	2.398	2.398	2.398	2.398	2.398	2.385	2.213	2.243	2.266	2.201	2.07	2.018	1.971	2.044	1.816	1.712	1.712
ADV PHYS	8.597	8.597	8.597	8.597	8.597	8.597	8.597	8.597	8.597	8.597	8.597	9.262	9.509	13.718	17.985	18.871	16.088	14.904	11.559	10.308	12.618	13.057	13.057
MOL ENDOCRINOL	2.076	2.076	2.076	2.076	2.076	2.076	2.076	2.076	2.076	2.076	2.076	1.976	1.976	1.868	1.841	1.749	1.654	1.514	1.416	1.336	1.261	1.251	1.251
SURF SCI REP	9.507	9.507	9.507	9.507	9.507	9.507	9.507	9.507	9.507	9.507	9.507	8.615	6.837	7.905	7.82	8.825	9.371	6.385	5.576	5.58	4.769	3.984	3.984
ONCOGENE	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.546	2.675	2.786	2.87	2.82	2.759	2.858	2.627	2.368	2.126	1.996	1.938	1.938
J AM COLL CARDIOL	3.803	3.803	3.803	3.803	3.803	3.803	3.803	3.803	3.803	3.803	3.803	3.725	4.08	4.24	4.884	5.13	5.368	6.022	6.455	7.412	7.474	7.214	7.214
J BONE MINER RES	2.078	2.078	2.078	2.078	2.078	2.078	2.078	2.078	2.078	2.078	2.078	2.294	2.158	2.256	2.249	2.062	2.108	2.263	2.036	2.245	2.207	2.018	2.018
TRENDS ECOL EVOL	8.718	8.718	8.718	8.718	8.718	8.718	8.718	8.718	8.718	8.718	8.718	7.846	7.75	7.573	7.913	7.274	8.214	8.768	8.672	7.392	7.674	7.491	7.491
CHEM SOC REV	5.68	5.68	5.68	5.68	5.68	5.68	5.68	5.68	5.68	5.68	5.68	6.382	6.408	7.99	8.089	8.927	9.09	9.597	9.849	10.52	10.900	10.811	10.811
CURR BIOL	6.733	6.733	6.733	6.733	6.733	6.733	6.733	6.733	6.733	6.733	6.733	6.842	6.762	6.314	5.888	5.551	5.308	4.99	4.942	4.736	4.754	4.707	4.707
AM J PATHOL	2.298	2.298	2.298	2.298	2.298	2.298	2.298	2.298	2.298	2.298	2.298	2.299	2.203	2.185	2.064	1.882	1.795	1.731	1.652	1.545	1.501	1.364	1.364
AM J PSYCHIAT	3.438	3.438	3.438	3.438	3.438	3.438	3.438	3.438	3.438	3.438	3.438	3.657	3.986	4.07	4.544	5.504	5.204	5.427	5.653	5.726	5.346	5.473	5.473
HUM GENE THER	1.326	1.326	1.326	1.326	1.326	1.326	1.326	1.326	1.326	1.326	1.326	1.297	1.418	1.311	1.265	1.094	1.054	1.038	1.175	1.286	1.194	1.267	1.267
CEREBROVAS BRAIN MET	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARTHRITIS RHEUM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHYS REV LETT	3.218	3.218	3.218	3.218	3.218	3.218	3.218	3.218	3.218	3.218	3.218	3.298	3.293	3.47	3.518	3.606	3.466	3.456	3.286	3.261	3.190	3.203	3.203
J AM SOC NEPHROL	2.245	2.245	2.245	2.245	2.245	2.245	2.245	2.245	2.245	2.245	2.245	2.409	2.566	2.757	2.82	2.985	3.25	3.377	3.404	3.288	3.295	3.058	3.058
VITAM HORM	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.136	1.109	1.182	1.182	0.942	0.847	0.751	0.712	0.622	0.611	0.641	0.546	0.546
PHARMACOGENETICS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MOL CELL NEUROSCI	1.732	1.732	1.732	1.732	1.732	1.732	1.732	1.732	1.732	1.732	1.732	1.809	1.616	1.723	1.541	1.42	1.441	1.312	1.235	1.233	1.186	1.097	1.097
PHYS TODAY	3.167	3.167	3.167	3.167	3.167	3.167	3.167	3.167	3.167	3.167	3.167	3.003	2.823	2.699	2.987	3.063	2.969	2.726	2.204	2.149	1.615	1.531	1.531
PSYCHOL BULL	7.89	7.89	7.89	7.89	7.89	7.89	7.89	7.89	7.89	7.89	7.89	8.244	8.397	8.202	8.095	9.087	9.618	10.089	10.349	9.248	9.011	9.725	9.725
GENE THER	1.309	1.309	1.309	1.309	1.309	1.309	1.309	1.309	1.309	1.309	1.309	1.231	1.365	1.238	1.291	1.129	1.078	0.926	1.058	0.97	0.917	0.947	0.947
ADV CHEM PHYS	1.076	1.076	1.076	1.076	1.076	1.076	1.076	1.076	1.076	1.076	1.076	1.076	1.076	1.289	1.528	1.912	1.263	0.802	1.034	0.638	0.612	0.743	0.743
RNA	3.088	3.088	3.088	3.088	3.088	3.088	3.088	3.088	3.088	3.088	3.088	2.919	2.804	2.769	2.589	2.606	2.459	2.352	2.303	2.324	2.507	2.469	2.469
ANN SURG	2.694	2.694	2.694	2.694	2.694	2.694	2.694	2.694	2.694	2.694	2.694	2.699	2.981	2.92	3.036	2.863	2.808	3.225	3.283	3.298	3.163	3.321	3.321
IMMUNOL REV	5.179	5.179	5.179	5.179	5.179	5.179	5.179	5.179	5.179	5.179	5.179	5.25	4.847	5.522	5.319	5.48	5.43	5.01	4.812	4.7	3.991	4.015	4.015
PROG NUCLEIC ACID RE	2.753	2.753	2.753	2.753	2.753	2.753	2.753	2.753	2.753	2.753	2.753	2.333	2.685	2.234	2.566	1.424	1.424	1.424	1.424	0.0	0.0	0.0	0.0
ANNU REV NUTR	4.222	4.222	4.222	4.222	4.222	4.222	4.222	4.222	4.222	4.222	4.222	4.265	4.181	3.34	3.561	3.755	3.51	3.317	3.17	3.564	3.760	3.242	3.242
HEPATOLOGY	2.981	2.981	2.981	2.981	2.981	2.981	2.981	2.981	2.981	2.981	2.981	3.403	3.065	3.446	3.522	3.606	3.818	3.945	3.837	3.873	4.025	4.148	4.148
J CEREBR BLOOD F MET	1.699	1.699	1.699	1.699	1.699	1.699	1.699	1.699	1.699	1.699	1.699	1.866	1.808	1.686	1.851	1.867	1.755	1.785	1.881	1.817	1.895	1.791	1.791
J VIROL	1.516	1.516	1.516	1.516	1.516	1.516	1.516	1.516	1.516	1.516	1.516	1.575	1.554	1.597	1.593	1.469	1.542	1.455	1.458	1.454	1.342	1.381	1.381
PLANT J	3.022	3.022	3.022	3.022	3.022	3.022	3.022	3.022	3.022	3.022	3.022	2.656	2.829	2.533	2.423	2.474	2.538	2.247	2.1	2.166	2.091	2.142	2.142
CHEM BIOL	2.65	2.65	2.65	2.65	2.65	2.65	2.65	2.65	2.65	2.65	2.65	2.314	2.537	2.403	2.439	2.504	2.655	2.582	2.61	2.721	2.800	2.800	2.800
ANNU REV ENTOMOL	5.417	5.417	5.417	5.417	5.417	5.417	5.417	5.417	5.417	5.417	5.417	4.656	4.866	5.263	5.071	5.331	4.901	5.41	5.221	5.066	4.959	5.272	5.272
J MOL BIOL	2.256	2.256	2.256	2.256	2.256	2.256	2.256	2.256	2.256	2.256	2.256	2.147	2.049	1.847	1.823	1.798	1.735	1.66	1.687	1.88	1.991	2.034	2.034
SEMIN LIVER DIS	1.632	1.632	1.632	1.632	1.632	1.632	1.632	1.632	1.632	1.632	1.632	1.639	1.524	1.794	2.082	2.154	2.412	2.316	2.608	1.936	1.709	1.523	1.523
BRAIN PATHOL	1.463	1.463	1.463	1.463	1.463	1.463	1.463	1.463	1.463	1.463	1.463	1.788	1.684	1.661	1.645	1.593	1.461	1.325	1.55	1.732	1.832	1.925	1.925
J AM CHEM SOC	2.639	2.639	2.639	2.639	2.639	2.639	2.639	2.639	2.639	2.639	2.639	2.725	2.705	2.753	2.799	3.02	3.072	3.286	3.527	3.789	3.957	3.961	3.961
MOL MICROBIOL	2.378	2.378	2.378	2.378	2.378	2.378	2.378	2.378	2.378	2.378	2.378	2.364	2.427	2.266	2.156	2.022	2.125	1.883	1.827	1.704	1.591	1.501	1.501
ANNU REV PHYS CHEM	6.755	6.755	6.755	6.755	6.755	6.755	6.755	6.755	6.755	6.755	6.755	7.143	6.676	6.928	7.474	8.113	6.71	6.673	6.836	7.057	7.109	5.848	5.848
